game_id,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date.x,season,game_date.y,player_id,pos,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,last_300_median_DKP,last_300_median_FDP,last_600_median_DKP,last_600_median_FDP
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,JohnDi01,WR,Diontae Johnson ,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,17,0,17,0,0,0,0,0,0,PIT,SEA,0,0,0,0,0,0,2.7,2.7,2.2,2.2,0,0,0,0,0,0,0,42,3,1,26,46,NA,NA,NA,NA
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,SamuJa00,RB,Jaylen Samuels,PIT,0,0,0,0,0,0,0,0,0,3,18,0,7,1,1,13,0,13,0,0,3,3,0,3,PIT,SEA,0,0,0,0,0,0,4.1,4.1,3.6,3.6,0,0,0,0,8,10,0,-5,18,0,21,38,16.2,12.7,16.2,12.7
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,GrimXa00,TE,Xavier Grimble,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PIT,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,36,NA,NA,NA,NA
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,MoncDo00,WR,Donte Moncrief,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PIT,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,18,32,3.9,2.65,9.4,7.4
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,SwitRy00,WR,Ryan Switzer,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,PIT,SEA,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,7.2,0,0,13,23,NA,NA,NA,NA
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,HoltJo00,WR,Johnny Holton,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PIT,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,6,11,NA,NA,NA,NA
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,SnelBe00,RB,Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,0,1,23,0,23,0,0,0,0,0,0,0,1,1,0,1,PIT,SEA,0,0,0,0,0,0,2.3,2.3,2.3,2.3,0,0,0,0,1,22,0,0,0,0,2,4,NA,NA,NA,NA
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,BrowJa03,WR,Jaron Brown,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,73,NA,NA,NA,NA
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,BellNi01,FB,Nick Bellore,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,NA,NA,NA,NA
201909150pit,SEA,PIT,28,26,FALSE,outdoors,grass,81,51,3,-4,PIT,47,43723,2019,43723,UrsuJo00,WR,John Ursua,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,MahoPa00,QB,Patrick Mahomes ,KAN,30,44,443,4,0,2,7,44,131.2,1,-1,0,-1,0,0,0,0,0,1,0,1,47,46,1,KAN,LVR,0,0,0,1,0,0,35.62,35.62,31.62,31.62,557,10,7,3,-1,0,0,0,0,0,75,100,28.27,26.77,29.18,26.51
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,WatkSa00,WR,Sammy Watkins,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,49,0,14,0,0,0,0,0,0,KAN,LVR,0,0,0,0,0,0,10.9,10.9,7.9,7.9,0,0,0,0,0,0,0,139.1,34,0,69,92,49.8,42.3,16.15,13.4
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,RobiDe01,WR,Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,172,2,44,0,0,0,0,0,0,KAN,LVR,0,0,0,0,0,1,38.2,38.2,32.2,32.2,0,0,0,0,0,0,0,151.8,20,0,68,91,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,KelcTr00,TE,Travis Kelce,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,107,1,34,0,0,0,0,0,0,KAN,LVR,0,0,0,0,0,1,26.7,26.7,20.2,20.2,0,0,0,0,0,0,0,105.3,27,1,64,85,20.7,17.2,19.9,15.4
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,HardMe00,WR,Mecole Hardman,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,61,1,42,0,0,0,0,0,0,KAN,LVR,0,0,0,0,0,0,16.1,16.1,14.1,14.1,0,0,0,0,0,0,0,85.8,14,0,55,73,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,WillDa05,RB,Damien Williams ,KAN,0,0,0,0,0,0,0,0,0,9,8,0,5,5,3,48,0,32,0,0,9,9,0,9,KAN,LVR,0,0,0,0,0,0,8.6,8.6,7.1,7.1,0,0,0,0,-3,11,0,52,28,0,39,52,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,McCoLe01,RB,LeSean McCoy,KAN,0,0,0,0,0,0,0,0,0,11,23,0,6,3,3,0,0,5,0,0,11,11,0,11,KAN,LVR,0,0,0,0,0,0,5.3,5.3,3.8,3.8,0,0,0,0,14,9,1,-12,12,0,30,40,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,BellBl00,TE,Blake Bell,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,KAN,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,25,33,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,ThomDe05,WR,De'Anthony Thomas,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,0,0,0,KAN,LVR,0,0,0,0,0,0,1.6,1.6,1.1,1.1,0,0,0,0,0,0,0,3,3,0,4,5,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,ThomDa06,RB,Darwin Thompson,KAN,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,KAN,LVR,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,1,0,0,0,0,4,5,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,CarrDe02,QB,Derek Carr,LVR,23,38,198,1,2,3,20,25,61.1,2,18,0,10,0,0,0,0,0,0,2,0,43,43,0,LVR,0,0,0,0,0,0,0,11.72,11.72,9.72,9.72,252,7,10,2,18,0,0,0,0,0,62,100,13.62,12.12,14.22,13.22
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,WallDa01,TE,Darren Waller,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,63,0,16,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,12.3,12.3,9.3,9.3,0,0,0,0,0,0,0,32.2,53,0,59,95,14,10.5,14,10.5
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,WillTy00,WR,Tyrell Williams,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,46,1,19,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,15.6,15.6,13.1,13.1,0,0,0,0,0,0,0,76.3,7,0,58,94,8.75,6.5,8.6,6.6
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,GranRy01,WR,Ryan Grant,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-2,0,-2,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,0.8,0.8,0.3,0.3,0,0,0,0,0,0,0,23,2,0,48,77,NA,NA,12.15,9.9
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,RenfHu00,WR,Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,30,0,11,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,7,7,5,5,0,0,0,0,0,0,0,51.2,17,0,46,74,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,JacoJo01,RB,Josh Jacobs,LVR,0,0,0,0,0,0,0,0,0,12,99,0,51,0,0,0,0,0,0,0,12,12,0,12,LVR,0,0,0,0,0,0,0,9.9,9.9,9.9,9.9,0,0,0,0,27,72,0,0,0,0,30,48,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,RichJa01,RB,Jalen Richard,LVR,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,2,0,8,0,0,2,2,0,2,LVR,0,0,0,0,0,0,0,2.5,2.5,1.5,1.5,0,0,0,0,3,0,0,0.9,5,1,17,27,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,WashDe00,RB,DeAndre Washington,LVR,0,0,0,0,0,0,0,0,0,3,9,0,4,2,2,26,0,20,0,0,3,3,0,3,LVR,0,0,0,0,0,0,0,5.5,5.5,4.5,4.5,0,0,0,0,1,8,0,9,17,0,15,24,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,CarrDe00,TE,Derek Carrier,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,33,0,25,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,6.3,6.3,4.8,4.8,0,0,0,0,0,0,0,48,18,1,9,15,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,SherAn00,FB,Anthony Sherman,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,WillDa10,RB,Darrel Williams,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,PrinBy00,WR,Byron Pringle,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,MoreFo00,TE,Foster Moreau,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,IngoAl01,FB,Alec Ingold,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,DossKe00,WR,Keelan Doss,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,NA,NA,NA,NA
201909150rai,KAN,LVR,28,10,FALSE,outdoors,grass,70,61,13,-7,KAN,53.5,43723,2019,43723,HarrDw00,WR,Dwayne Harris,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,NA,NA,NA,NA
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,ThomMi05,WR,Michael Thomas,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,89,0,19,0,0,0,0,0,0,NOR,LAR,0,0,0,0,0,0,18.9,18.9,13.9,13.9,0,0,0,0,0,0,0,97.5,29,0,62,98,16.35,11.85,20.35,16.8
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,BridTe00,QB,Teddy Bridgewater,NOR,17,30,165,0,0,2,16,28,72.2,2,5,0,4,0,0,0,0,0,0,2,0,34,34,0,NOR,LAR,0,0,0,0,0,0,7.1,7.1,7.1,7.1,196,3,3,5,4,1,0,0,0,0,54,86,8.92,7.92,8.92,7.92
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,CookJa02,TE,Jared Cook,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,25,0,18,0,0,0,0,0,0,NOR,LAR,0,0,0,0,0,0,4.5,4.5,3.5,3.5,0,0,0,0,0,0,0,62.3,8,2,43,68,12.95,9.2,8.5,6.25
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,KamaAl00,RB,Alvin Kamara,NOR,0,0,0,0,0,0,0,0,0,13,45,0,12,3,1,15,0,15,0,0,13,13,0,13,NOR,LAR,0,0,0,0,0,0,7,7,6.5,6.5,0,0,0,0,18,27,1,47.1,9,0,40,63,NA,NA,44.1,38.6
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,SmitTr03,WR,Tre'Quan Smith,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,49,0,28,0,0,0,0,0,0,NOR,LAR,0,0,0,0,0,0,7.9,7.9,6.4,6.4,0,0,0,0,0,0,0,11.1,38,0,38,60,0,0,0,0
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,MurrLa00,RB,Latavius Murray,NOR,0,0,0,0,0,0,0,0,0,5,7,0,4,1,1,16,0,16,0,0,5,5,0,5,NOR,LAR,0,0,0,0,0,0,3.3,3.3,2.8,2.8,0,0,0,0,1,6,0,-5,21,0,22,35,NA,NA,22.3,21.3
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,HillTa00,QB,Taysom Hill,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,0,9,0,0,0,0,0,0,NOR,LAR,0,0,0,0,0,0,3.6,3.6,2.6,2.6,0,0,0,0,0,0,0,24.9,4,0,21,33,NA,NA,NA,NA
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,LineZa01,FB,Zach Line ,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOR,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,33,NA,NA,NA,NA
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,BreeDr00,QB,Drew Brees,NOR,3,5,38,0,1,0,0,19,44.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,NOR,LAR,0,0,0,0,0,0,0.52,0.52,-0.48,-0.48,55,1,0,1,0,0,0,0,0,0,9,14,17.94,15.44,20.69,19.03
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,HarrDe07,WR,Deonte Harris,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-7,0,-7,0,0,0,0,0,0,NOR,LAR,0,0,0,0,0,0,0.3,0.3,-0.2,-0.2,0,0,0,0,0,0,0,-4,-3,0,1,2,NA,NA,NA,NA
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,GoffJa00,QB,Jared Goff,LAR,19,28,283,1,0,3,18,66,112.6,4,-2,1,1,0,0,0,0,0,1,0,4,35,31,4,LAR,NOR,0,0,0,0,0,0,20.12,20.12,19.12,19.12,200,6,5,4,-2,0,0,0,0,0,67,100,13.05,10.05,18.79,17.23
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,WoodRo02,WR,Robert Woods,LAR,0,0,0,0,0,0,0,0,0,1,9,0,9,2,2,33,0,19,0,0,1,1,0,1,LAR,NOR,0,0,0,0,0,0,6.2,6.2,5.2,5.2,0,0,0,0,4,5,0,10,23,0,66,99,16.9,14,16.45,12.7
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,CookBr00,WR,Brandin Cooks,LAR,0,0,0,0,0,0,0,0,0,1,2,0,2,4,3,74,1,57,0,0,1,1,0,1,LAR,NOR,0,0,0,0,0,0,16.6,16.6,15.1,15.1,0,0,0,0,2,0,0,86,5,1,65,97,9.7,7.95,14.3,11.8
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,KuppCo00,WR,Cooper Kupp,LAR,0,0,0,0,0,0,0,0,0,1,6,0,6,9,5,120,0,66,0,0,1,1,0,1,LAR,NOR,0,0,0,0,0,1,20.6,20.6,15.1,15.1,0,0,0,0,6,0,0,63.9,78,0,63,94,11.6,8.1,16.8,14.8
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,EverGe00,TE,Gerald Everett,LAR,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,21,0,11,0,0,1,1,0,1,LAR,NOR,0,0,0,0,0,0,5.1,5.1,3.6,3.6,0,0,0,0,0,0,0,6,14,0,48,72,NA,NA,NA,NA
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,GurlTo01,RB,Todd Gurley,LAR,0,0,0,0,0,0,0,0,0,16,63,1,20,4,3,4,0,9,0,0,16,16,0,16,LAR,NOR,0,0,0,0,0,0,15.7,15.7,14.2,14.2,0,0,0,0,42,21,0,-9.2,13,1,42,63,23.4,20.15,28,23.5
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,BrowMa03,RB,Malcolm Brown ,LAR,0,0,0,0,0,0,0,0,0,6,37,0,13,1,1,10,0,10,0,0,6,6,0,6,LAR,NOR,0,0,0,0,0,0,5.7,5.7,5.2,5.2,0,0,0,0,19,18,2,6,4,0,25,37,NA,NA,NA,NA
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,HigbTy00,TE,Tyler Higbee,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,0,18,0,0,0,0,0,0,LAR,NOR,0,0,0,0,0,0,4.1,4.1,3.1,3.1,0,0,0,0,0,0,0,30.9,9,0,23,34,NA,NA,4.6,3.6
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,ReynJo00,WR,Josh Reynolds,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAR,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,12,9.5,12,9.5
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,GinnTe00,WR,Ted Ginn Jr.,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,60,NA,NA,NA,NA
201909150ram,NOR,LAR,9,27,FALSE,outdoors,grass,85,44,4,-2,LAR,52.5,43723,2019,43723,HillJo02,TE,Josh Hill,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43,NA,NA,NA,NA
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,MurrKy00,QB,Kyler Murray ,ARI,25,40,349,0,0,3,20,54,90.5,3,4,0,7,0,0,0,0,0,0,1,2,46,44,2,ARI,BAL,0,0,0,1,0,0,17.36,17.36,14.36,14.36,312,9,21,3,4,0,0,0,0,0,57,100,23.62,19.62,23.62,19.62
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,FitzLa00,WR,Larry Fitzgerald,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,104,0,54,0,0,0,0,0,0,ARI,BAL,0,0,0,0,0,1,18.4,18.4,12.9,12.9,0,0,0,0,0,0,0,116.6,48,0,54,95,13.6,11.6,12.3,10.55
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,ByrdDa00,WR,Damiere Byrd ,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,45,0,13,0,0,0,0,0,0,ARI,BAL,0,0,0,0,0,0,10.5,10.5,7.5,7.5,0,0,0,0,0,0,0,34.3,16,1,53,93,8.2,6.2,8.2,6.2
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,KirkCh01,WR,Christian Kirk,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,114,0,34,0,0,0,0,0,0,ARI,BAL,0,0,0,0,0,1,20.4,20.4,14.4,14.4,0,0,0,0,0,0,0,64,62,0,53,93,10.4,8.4,9.25,7.25
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,JohnDa08,RB,David Johnson,ARI,0,0,0,0,0,0,0,0,0,7,14,1,4,1,1,0,0,0,0,0,7,7,0,7,ARI,BAL,0,0,0,0,0,0,8.4,8.4,7.9,7.9,0,0,0,0,3,11,0,-5,5,0,34,60,14.1,10.1,16.1,14.1
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,EdmoCh00,RB,Chase Edmonds,ARI,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,15,0,10,0,0,1,1,0,1,ARI,BAL,0,0,0,0,0,0,3.7,3.7,2.7,2.7,0,0,0,0,0,2,0,-4,19,0,23,40,NA,NA,NA,NA
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,JohnKe07,WR,KeeSean Johnson,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,31,0,31,0,0,0,0,0,0,ARI,BAL,1,0,0,0,0,0,6.1,6.1,5.6,5.6,0,0,0,0,0,0,0,45,1,0,18,32,NA,NA,NA,NA
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,CrabMi00,WR,Michael Crabtree,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,0,9,0,0,0,0,0,0,ARI,BAL,0,0,0,0,0,0,3.3,3.3,2.3,2.3,0,0,0,0,0,0,0,20.1,2,0,18,32,NA,NA,11.6,8.85
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,WillMa04,TE,Maxx Williams,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,0,21,0,0,0,0,0,0,ARI,BAL,0,0,0,0,0,0,3.1,3.1,2.6,2.6,0,0,0,0,0,0,0,18,3,0,14,25,NA,NA,NA,NA
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,ClayCh00,TE,Charles Clay,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,ARI,BAL,0,0,0,0,0,0,1.6,1.6,1.1,1.1,0,0,0,0,0,0,0,2,6,0,14,25,NA,NA,NA,NA
201909150rav,ARI,BAL,17,23,FALSE,outdoors,grass,82,60,8,-13,BAL,46,43723,2019,43723,JackLa00,QB,Lamar Jackson,BAL,24,37,272,2,0,2,14,41,104.8,16,120,0,19,0,0,0,0,0,0,6,10,55,45,10,BAL,ARI,0,0,0,0,1,0,33.88,33.88,30.88,30.88,396,6,14,3,86,34,1,0,0,0,77,100,18.66,17.66,19.58,16.74
